location,date,year,latitude,longitude,survey_method,redd_number,survey_week,number_of_fish_on_redd,percent_boulder_30cm,percent_large_16_30cm,percent_medium_6_15cm,percent_small_1_5cm,percent_fine_1cm,redd_width_m,redd_length_m,velocity_m_sec,water_depth_m
Trailer Park,2025-09-18,2025,39.49716462,-121.57883216,ground,95,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,40,50,10,1.26,2.26,0.438,0.64
Trailer Park,2025-09-18,2025,39.49714584,-121.57885518,ground,94,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,60,30,10,1.22,1.6,0.425,0.52
Trailer Park,2025-09-18,2025,39.49712399,-121.57889231,ground,93,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,80,15,5,1.04,1.98,0.386,0.52
Trailer Park,2025-09-18,2025,39.49706871,-121.57885056,ground,92,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,15,60,25,NA,1.68,2.18,0.282,0.4
Trailer Park,2025-09-18,2025,39.49709215,-121.57890892,ground,91,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,15,30,40,15,1.4,3.2,0.401,0.42
Trailer Park,2025-09-18,2025,39.49713813,-121.57881434,ground,99,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,NA,50,30,20,1.16,1.58,0.747,0.64
Trailer Park,2025-09-18,2025,39.49693245,-121.57926228,ground,100,"ll, br - 9/18/2025 - Cloudy - 1-1",4,NA,10,40,40,10,0.7,1.3,0.27,0.3
Upper Auditorium,2025-09-18,2025,39.51591751,-121.55676318,ground,65,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,15,65,20,NA,1.1,2.18,0.834,0.42
Upper Auditorium,2025-09-18,2025,39.51585536,-121.55675573,ground,66,"ll, br - 9/18/2025 - Cloudy - 1-1",4,NA,20,50,30,NA,1.2,2.34,0.913,0.42
Upper Auditorium,2025-09-18,2025,39.51583182,-121.55670681,ground,67,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,5,55,40,NA,1.2,2.26,0.428,0.52
Upper Auditorium,2025-09-18,2025,39.51580928,-121.5568422,ground,69,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,NA,90,10,NA,1.1,1.86,1.294,0.34
Upper Auditorium,2025-09-18,2025,39.51587504,-121.55691021,ground,70,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,30,40,30,NA,1.52,2.5,0.959,0.32
Upper Auditorium,2025-09-18,2025,39.51593411,-121.55673337,ground,64,"ll, br - 9/18/2025 - Cloudy - 1-1",2,10,20,50,20,NA,1.56,2.04,0.651,0.32
Upper Auditorium,2025-09-18,2025,39.51574134,-121.55664586,ground,68,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,80,15,5,1.06,2.1,0.763,0.6
Upper Auditorium,2025-09-18,2025,39.51604257,-121.55653842,ground,63,"ll, br - 9/18/2025 - Cloudy - 1-1",2,5,25,40,30,NA,1.48,1.96,0.54,0.26
Upper Auditorium,2025-09-18,2025,39.51601644,-121.55659157,ground,61,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,80,20,NA,1.56,2.38,0.783,0.1
Upper Auditorium,2025-09-18,2025,39.51605139,-121.55658136,ground,62,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,10,60,30,NA,1.1,1.96,0.339,0.14
Upper Hatchery Riffle,2025-09-18,2025,39.5163348,-121.55421651,ground,86,"ll, br - 9/18/2025 - Cloudy - 1-1",4,NA,15,45,40,NA,1.06,2.1,0.79,0.32
Upper Hatchery Riffle,2025-09-18,2025,39.51635244,-121.55415302,ground,90,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,30,60,10,NA,0.96,1.68,1.067,0.4
Upper Hatchery Riffle,2025-09-18,2025,39.51633457,-121.55415302,ground,89,"ll, br - 9/18/2025 - Cloudy - 1-1",3,15,35,45,5,NA,0.88,1.74,1.123,0.42
Upper Hatchery Riffle,2025-09-18,2025,39.51636547,-121.55422966,ground,87,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,30,50,20,NA,1.44,3,0.619,0.42
Upper Hatchery Riffle,2025-09-18,2025,39.51633052,-121.55426403,ground,85,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,15,75,10,NA,1,1.58,0.813,0.46
Upper Hatchery Riffle,2025-09-18,2025,39.51632969,-121.554326,ground,84,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,30,60,10,NA,1.14,2,0.813,0.42
Upper Hatchery Riffle,2025-09-18,2025,39.51630606,-121.55430501,ground,83,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,25,75,0,NA,0.92,1.92,0.746,0.44
Upper Hatchery Riffle,2025-09-18,2025,39.51628664,-121.55428798,ground,82,"ll, br - 9/18/2025 - Cloudy - 1-1",1,15,35,40,10,NA,0.98,1.78,1.033,0.4
Upper Hatchery Riffle,2025-09-18,2025,39.5162765,-121.55434137,ground,81,"ll, br - 9/18/2025 - Cloudy - 1-1",4,10,15,45,30,NA,1.18,2.2,0.766,0.44
Upper Hatchery Riffle,2025-09-18,2025,39.51633189,-121.55417127,ground,88,"ll, br - 9/18/2025 - Cloudy - 1-1",6,15,15,40,30,NA,0.84,1.48,0.637,0.38
Cottonwood,2025-09-19,2025,39.5168556,-121.55436518,ground,119,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,NA,NA,60,40,NA,0.9,1.45,0.724,0.4
Hatchery Pipe,2025-09-19,2025,39.51695788,-121.55384691,ground,101,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,5,10,40,35,10,1,1.5,0.451,0.26
Hatchery Pipe,2025-09-19,2025,39.51694135,-121.55387314,ground,102,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,20,60,20,NA,1,1.6,0.359,0.1
Hatchery Pipe,2025-09-19,2025,39.5169301,-121.55390579,ground,103,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,35,40,25,NA,0.8,1.7,0.615,0.16
Hatchery Pipe,2025-09-19,2025,39.51691506,-121.55392637,ground,104,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,15,35,40,10,NA,0.9,1.2,0.754,0.2
Hatchery Pipe,2025-09-19,2025,39.51693298,-121.55394117,ground,105,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,10,20,40,30,NA,0.8,1.4,0.241,0.12
Hatchery Pipe,2025-09-19,2025,39.5169162,-121.55397722,ground,106,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,15,35,40,10,0.7,1.4,0.107,0.4
Hatchery Pipe,2025-09-19,2025,39.51689979,-121.55402623,ground,107,"Ll,bb - 9/19/2025 - Cloudy - 1-2",3,20,40,20,20,NA,2,2.2,0.194,0.3
Hatchery Pipe,2025-09-19,2025,39.51686221,-121.55415245,ground,109,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,50,40,10,1,1.8,0.13,0.5
Hatchery Pipe,2025-09-19,2025,39.51684426,-121.55415705,ground,110,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,25,65,10,1.1,2.1,0.331,0.72
Hatchery Pipe,2025-09-19,2025,39.51686931,-121.55405554,ground,108,"Ll,bb - 9/19/2025 - Cloudy - 1-2",4,NA,20,40,20,20,1.1,1.5,0.52,0.5
Lower Table Mountain,2025-09-19,2025,39.51725548,-121.55228162,ground,128,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,10,60,30,NA,1,1.3,0.719,0.4
Lower Table Mountain,2025-09-19,2025,39.51724959,-121.55225605,ground,129,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,25,50,25,NA,0.8,1.2,0.516,0.48
Lower Table Mountain,2025-09-19,2025,39.51719903,-121.55228113,ground,130,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,NA,NA,80,20,NA,2,1.5,0.344,0.54
Lower Table Mountain,2025-09-19,2025,39.51730544,-121.55226391,ground,127,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,20,40,40,NA,1.2,1.7,0.765,0.8
Lower Table Mountain,2025-09-19,2025,39.51736849,-121.55218887,ground,126,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,25,25,40,10,NA,1.6,2.5,0.855,0.8
Lower Table Mountain,2025-09-19,2025,39.51735072,-121.55206576,ground,124,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,NA,20,60,20,NA,1.5,1.7,0.344,0.3
Lower Table Mountain,2025-09-19,2025,39.51737827,-121.552075,ground,125,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,10,15,45,30,NA,1.4,2,0.498,0.74
Lower Table Mountain,2025-09-19,2025,39.51730333,-121.55211451,ground,123,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,5,10,40,35,10,0.6,1.8,0.239,0.32
Lower Table Mountain,2025-09-19,2025,39.51728676,-121.55215679,ground,121,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,30,30,40,NA,1,1.3,0.5,0.32
Lower Table Mountain,2025-09-19,2025,39.51729784,-121.55216867,ground,122,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,10,20,40,30,NA,0.8,1.4,0.494,0.48
Table Mountain,2025-09-19,2025,39.51771059,-121.5513578,ground,131,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,15,35,50,NA,1.2,2,0.759,0.8
Table Mountain,2025-09-19,2025,39.51772076,-121.55139469,ground,132,"Ll,bb - 9/19/2025 - Cloudy - 1-2",3,NA,15,35,50,NA,1.5,3,0.5,0.82
Table Mountain,2025-09-19,2025,39.51789841,-121.55138744,ground,133,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,5,15,40,40,NA,1.2,1.4,0.393,0.24
Table Mountain,2025-09-19,2025,39.51786925,-121.55137714,ground,134,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,NA,20,60,20,NA,1.5,2,0.798,0.42
Table Mountain,2025-09-19,2025,39.51788199,-121.55127234,ground,135,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,30,60,10,1.2,2.2,0.407,0.52
Table Mountain,2025-09-19,2025,39.51786578,-121.55127497,ground,136,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,60,40,NA,1.2,2.5,0.467,0.6
Table Mountain,2025-09-19,2025,39.51786418,-121.55116255,ground,137,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,70,30,NA,2.2,3.5,0.841,0.3
Table Mountain,2025-09-19,2025,39.51788162,-121.55110245,ground,138,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,30,30,40,1.4,2.2,0.127,0.5
Table Mountain,2025-09-19,2025,39.51789712,-121.55105237,ground,140,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,20,60,20,1,2,0.336,0.42
Trailer Park,2025-09-19,2025,39.51789102,-121.55104543,ground,139,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,40,30,30,1.2,3,0.434,0.3
Upper Cottonwood,2025-09-19,2025,39.51684713,-121.55420203,ground,111,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,70,25,5,1.2,2.2,0.197,0.6
Upper Cottonwood,2025-09-19,2025,39.51685925,-121.55424996,ground,112,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,40,50,10,1.1,2,0.273,0.38
Upper Cottonwood,2025-09-19,2025,39.51688905,-121.55424689,ground,114,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,60,35,5,1,1.2,0.102,0.3
Upper Cottonwood,2025-09-19,2025,39.51683471,-121.55430811,ground,115,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,NA,20,60,20,NA,1,1.5,0.517,0.7
Upper Cottonwood,2025-09-19,2025,39.51685636,-121.55429445,ground,116,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,70,20,10,1.2,1.5,0.445,0.6
Upper Cottonwood,2025-09-19,2025,39.51685922,-121.55433123,ground,117,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,30,40,20,10,1.3,2.3,0.583,0.52
Upper Cottonwood,2025-09-19,2025,39.51686334,-121.55434483,ground,118,"Ll,bb - 9/19/2025 - Cloudy - 1-2",NA,NA,NA,40,50,10,1.1,1.3,0.518,0.6
Upper Cottonwood,2025-09-19,2025,39.51685052,-121.55440051,ground,120,"Ll,bb - 9/19/2025 - Cloudy - 1-2",4,NA,NA,35,50,15,1.2,1.2,0.826,0.3
Upper Cottonwood,2025-09-19,2025,39.5168691,-121.55425935,ground,113,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,40,50,10,1.2,2.4,0.26,0.2
Upper Mathews Side Channel,2025-09-19,2025,39.49472261,-121.57882982,ground,141,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,15,65,20,NA,1.5,2.5,0.189,0.58
Upper Mathews Side Channel,2025-09-19,2025,39.49472029,-121.57888932,ground,142,"Ll,bb - 9/19/2025 - Cloudy - 1-2",4,NA,NA,45,55,NA,1,1.4,0.648,0.62
Upper Mathews Side Channel,2025-09-19,2025,39.49467537,-121.57889972,ground,143,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,60,40,NA,1.2,2,0.476,0.3
Upper Mathews Side Channel,2025-09-19,2025,39.49457399,-121.57903333,ground,144,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,20,60,20,NA,0.8,1.5,0.761,0.8
Upper Mathews Side Channel,2025-09-19,2025,39.49448558,-121.57909626,ground,145,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,20,40,40,NA,1,1.6,0.761,0.62
Upper Mathews Side Channel,2025-09-19,2025,39.49438852,-121.57914343,ground,146,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,70,30,NA,0.8,1.2,0.502,0.68
Upper Mathews Side Channel,2025-09-19,2025,39.49396255,-121.57924286,ground,147,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,NA,40,50,10,1.4,2.5,0.512,0.7
Upper Mathews Side Channel,2025-09-19,2025,39.49392241,-121.57918218,ground,148,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,55,45,NA,0.6,1,0.516,0.56
Upper Mathews Side Channel,2025-09-19,2025,39.49385238,-121.57915104,ground,150,"Ll,bb - 9/19/2025 - Cloudy - 1-2",2,NA,20,50,30,NA,1.2,2.5,0.627,0.46
Vance West,2025-09-19,2025,39.49389741,-121.57918359,ground,149,"Ll,bb - 9/19/2025 - Cloudy - 1-2",1,NA,NA,40,50,10,1.6,1.8,0.567,0.52
Great  western,2025-09-22,2025,39.47477806,-121.58212249,ground,41,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,25,55,20,NA,1,2,0.364,0.8
Great  western,2025-09-22,2025,39.47481459,-121.58208599,ground,42,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,20,50,20,10,1.1,2.2,0.534,0.74
Great  western,2025-09-22,2025,39.47484302,-121.58207249,ground,43,"Ll,bb - 9/22/2025 - Clear - 2-1",3,NA,15,45,30,10,0.9,2,0.455,0.82
Lower Robinson,2025-09-22,2025,39.46646736,-121.59873891,ground,28,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,20,70,10,NA,1.4,4.6,0.665,0.36
Lower Robinson,2025-09-22,2025,39.46651591,-121.59869386,ground,29,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,25,65,10,NA,0.8,1.5,0.625,0.52
Lower Robinson,2025-09-22,2025,39.46654971,-121.59862351,ground,30,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,35,45,20,NA,1.5,2.5,0.531,0.48
Lower Robinson,2025-09-22,2025,39.46637799,-121.59893804,ground,27,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,30,40,30,NA,1.5,3,0.664,0.48
Lower Robinson,2025-09-22,2025,39.46622575,-121.59915467,ground,26,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,15,45,40,NA,1.4,3,0.656,0.44
Lower Robinson,2025-09-22,2025,39.46610629,-121.59930611,ground,24,"Ll,bb - 9/22/2025 - Clear - 2-1",4,NA,NA,50,30,20,0.7,1.5,0.414,0.36
Lower Robinson,2025-09-22,2025,39.46618094,-121.59931402,ground,25,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,25,45,20,10,1.6,3.5,0.627,0.48
Lower Robinson,2025-09-22,2025,39.46610976,-121.59960787,ground,21,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,50,50,NA,1,1.5,0.485,0.26
Lower Robinson,2025-09-22,2025,39.46610251,-121.59958615,ground,22,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,10,60,30,NA,1,1.4,0.52,0.38
Lower Robinson,2025-09-22,2025,39.46611937,-121.59945638,ground,23,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,20,60,20,NA,2,1.8,0.595,0.24
Steep Riffle,2025-09-22,2025,39.46372204,-121.60392066,ground,10,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,70,30,NA,3,3.8,0.182,0.4
Steep Riffle,2025-09-22,2025,39.46373808,-121.60394662,ground,11,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,60,30,10,2,3.5,0.196,0.48
Steep Riffle,2025-09-22,2025,39.46360814,-121.60400274,ground,12,"Ll,bb - 9/22/2025 - Clear - 2-1",4,NA,NA,30,40,30,1.2,1.5,0.156,0.32
Steep Riffle,2025-09-22,2025,39.46329763,-121.60406273,ground,14,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,NA,70,30,NA,1,1.5,0.218,0.32
Steep Riffle,2025-09-22,2025,39.46327083,-121.60418115,ground,15,"Ll,bb - 9/22/2025 - Clear - 2-1",1,15,25,40,20,NA,1,1.6,0.68,0.46
Steep Riffle,2025-09-22,2025,39.46327352,-121.6041353,ground,16,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,35,35,30,NA,1,2.5,0.528,0.52
Steep Riffle,2025-09-22,2025,39.46326524,-121.60423518,ground,17,"Ll,bb - 9/22/2025 - Clear - 2-1",7,NA,35,35,30,NA,1.2,1.4,0.559,0.46
Steep Riffle,2025-09-22,2025,39.46334355,-121.60428054,ground,18,"Ll,bb - 9/22/2025 - Clear - 2-1",2,10,40,30,20,NA,1.5,2,0.429,0.42
Steep Riffle,2025-09-22,2025,39.46311065,-121.60450758,ground,19,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,25,50,20,5,0.7,1.4,0.405,0.28
Steep Riffle,2025-09-22,2025,39.46311945,-121.6044321,ground,20,"Ll,bb - 9/22/2025 - Clear - 2-1",1,10,20,40,30,NA,1,2,1.027,0.3
Steep Riffle,2025-09-22,2025,39.46339546,-121.60412259,ground,13,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,35,55,10,0.6,1.4,0.367,0.2
Steep Side,2025-09-22,2025,39.4627488,-121.60331577,ground,1,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,25,45,30,0.8,1.5,0.346,0.26
Steep Side,2025-09-22,2025,39.46249829,-121.60352382,ground,2,"Ll,bb - 9/22/2025 - Clear - 2-1",NA,NA,30,30,40,NA,1.2,2,0.594,0.54
Steep Side,2025-09-22,2025,39.46252408,-121.60352616,ground,3,"Ll,bb - 9/22/2025 - Clear - 2-1",NA,NA,NA,60,40,NA,1,1.4,0.29,0.5
Steep Side,2025-09-22,2025,39.46253352,-121.6035494,ground,4,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,20,80,NA,1.2,2.2,0.236,0.5
Steep Side,2025-09-22,2025,39.46251146,-121.6035687,ground,5,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,35,65,NA,1,1.4,0.727,0.34
Steep Side,2025-09-22,2025,39.46252678,-121.6035912,ground,6,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,10,55,35,1.2,2,0.48,0.32
Steep Side,2025-09-22,2025,39.46249633,-121.60358584,ground,7,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,NA,40,60,NA,1.5,2.2,0.781,0.5
Steep Side,2025-09-22,2025,39.46250916,-121.60366443,ground,8,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,NA,40,45,15,1.4,2.5,0.154,0.58
Steep Side,2025-09-22,2025,39.46245521,-121.60373888,ground,9,"Ll,bb - 9/22/2025 - Clear - 2-1",3,NA,10,60,30,NA,1,2.1,0.915,0.3
Upper Mathews,2025-09-22,2025,39.49321671,-121.57906888,ground,44,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,60,40,NA,0.8,2.5,0.68,0.26
Upper Mathews,2025-09-22,2025,39.4935537,-121.57892445,ground,45,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,25,75,NA,1,1.8,0.709,0.46
Upper Mathews,2025-09-22,2025,39.49344175,-121.57942519,ground,46,"Ll,bb - 9/22/2025 - Clear - 2-1",NA,NA,NA,65,35,NA,1.2,1.8,0.417,0.36
Upper Mathews,2025-09-22,2025,39.49343715,-121.57949512,ground,47,"Ll,bb - 9/22/2025 - Clear - 2-1",NA,NA,15,65,20,NA,0.8,2,0.526,0.52
Upper Mathews,2025-09-22,2025,39.49339751,-121.57945863,ground,48,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,25,45,30,NA,1.7,3,0.694,0.4
Upper Mathews,2025-09-22,2025,39.49338122,-121.57952019,ground,49,"Ll,bb - 9/22/2025 - Clear - 2-1",3,NA,35,45,20,NA,1.4,2.5,0.745,0.6
Upper Mathews,2025-09-22,2025,39.49349294,-121.57928833,ground,50,"Ll,bb - 9/22/2025 - Clear - 2-1",NA,NA,NA,35,65,NA,1.2,3.2,0.266,0.35
Upper Mathews,2025-09-22,2025,39.49335742,-121.57929844,ground,51,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,45,55,NA,0.7,3,0.908,0.4
Upper Robinson,2025-09-22,2025,39.46749247,-121.59370924,ground,31,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,10,70,20,NA,1.4,2,0.381,0.28
Upper Robinson,2025-09-22,2025,39.46750853,-121.5937089,ground,32,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,60,40,NA,1.2,2.5,0.362,0.36
Upper Robinson,2025-09-22,2025,39.46752487,-121.59371111,ground,33,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,NA,70,30,NA,1,1.5,0.104,0.36
Upper Robinson,2025-09-22,2025,39.46738062,-121.59349921,ground,34,"Ll,bb - 9/22/2025 - Clear - 2-1",1,10,35,45,10,NA,1.2,2.2,0.305,0.44
Upper Robinson,2025-09-22,2025,39.46738851,-121.59348698,ground,35,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,35,45,20,NA,0.8,2,0.341,0.42
Upper Robinson,2025-09-22,2025,39.46739546,-121.59347578,ground,36,"Ll,bb - 9/22/2025 - Clear - 2-1",3,10,30,40,20,NA,0.7,2,0.355,0.4
Upper Robinson,2025-09-22,2025,39.46739054,-121.59337972,ground,37,"Ll,bb - 9/22/2025 - Clear - 2-1",4,NA,20,40,40,NA,0.8,1.8,0.584,0.5
Upper Robinson,2025-09-22,2025,39.46742088,-121.59335615,ground,38,"Ll,bb - 9/22/2025 - Clear - 2-1",2,10,10,40,40,NA,1.4,2.2,0.698,0.5
Upper Robinson,2025-09-22,2025,39.46746013,-121.59332603,ground,40,"Ll,bb - 9/22/2025 - Clear - 2-1",1,NA,30,40,30,NA,1.2,2,0.821,0.6
Upper Robinson,2025-09-22,2025,39.46744482,-121.59333167,ground,39,"Ll,bb - 9/22/2025 - Clear - 2-1",2,NA,15,75,10,NA,1.5,2.2,0.761,0.56
Bedrock Riffle,2025-09-29,2025,39.51361218,-121.56771485,ground,24,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,15,45,40,NA,2.4,2.48,0.559,0.82
Bedrock Riffle,2025-09-29,2025,39.51365239,-121.56774613,ground,25,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,35,65,NA,1.8,2.24,0.469,0.58
Bedrock Riffle,2025-09-29,2025,39.51378998,-121.56744971,ground,12,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,40,60,NA,1.3,1.92,0.165,0.3
Bedrock Riffle,2025-09-29,2025,39.51375379,-121.56754385,ground,14,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,NA,50,50,NA,1.1,1.24,0.274,0.26
Bedrock Riffle,2025-09-29,2025,39.51372989,-121.56750417,ground,13,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,40,60,NA,1.4,2.1,0.427,0.52
Bedrock Riffle,2025-09-29,2025,39.51368358,-121.56770002,ground,22,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,10,60,30,NA,2.1,2.2,0.319,0.5
Bedrock Riffle,2025-09-29,2025,39.51369225,-121.56765701,ground,20,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,40,60,NA,1.88,2.06,0.301,0.32
Bedrock Riffle,2025-09-29,2025,39.51365569,-121.56765642,ground,19,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,30,40,20,10,2.48,2.86,0.475,0.62
Bedrock Riffle,2025-09-29,2025,39.51368795,-121.56767535,ground,21,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,10,70,20,NA,2,1.76,0.324,0.32
Bedrock Riffle,2025-09-29,2025,39.51370028,-121.567619,ground,18,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,10,25,35,30,NA,3.2,2.4,0.272,0.4
Bedrock Riffle,2025-09-29,2025,39.51372098,-121.56760842,ground,17,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,NA,40,50,10,1.82,1.82,0.223,0.32
Bedrock Riffle,2025-09-29,2025,39.51373383,-121.56758774,ground,16,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,40,60,NA,1.28,1.62,0.242,0.3
Bedrock Riffle,2025-09-29,2025,39.5137017,-121.56755986,ground,15,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,NA,70,30,NA,2.2,2.7,0.461,0.56
Bedrock Riffle,2025-09-29,2025,39.51362917,-121.56771477,ground,23,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,15,65,20,NA,1.72,2.4,0.52,0.68
Below Lower Auditorium,2025-09-29,2025,39.51572887,-121.56113667,ground,28,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,NA,30,60,10,2.2,1.34,0.164,0.26
Below Lower Auditorium,2025-09-29,2025,39.51550275,-121.56126196,ground,29,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,45,50,5,2.1,2.18,0.259,0.46
Below Lower Auditorium,2025-09-29,2025,39.515474,-121.56126179,ground,30,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,30,70,0,2.1,3.2,0.283,0.64
Below Lower Auditorium,2025-09-29,2025,39.51538869,-121.56126739,ground,31,"Ll,kb - 9/29/2025 - Cloudy - 3-1",1,NA,NA,65,35,NA,1.3,2.2,0.367,0.62
Below Lower Auditorium,2025-09-29,2025,39.51535613,-121.56126801,ground,32,"Ll,kb - 9/29/2025 - Cloudy - 3-1",NA,NA,NA,70,30,NA,1.48,2.1,0.475,0.8
Below Lower Auditorium,2025-09-29,2025,39.51533719,-121.56120148,ground,33,"Ll,kb - 9/29/2025 - Cloudy - 3-1",2,NA,NA,40,50,10,2.2,2.32,0.369,0.9
